
============  19-07-25 14:40:04  ==============
07-25 14:42:40.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:40.760   624   636 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:40.760   624   636 W SignalStrength: getGsmLevel=4
07-25 14:42:40.760   624   636 W SignalStrength: getLevel=4
07-25 14:42:40.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:40.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:40.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:40.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:41.750   600   612 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=13,rxlev[0]=99 ind_str= 
07-25 14:42:41.750   600   612 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,13,255,255,-255
07-25 14:42:41.750   601   618 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,13,255,255,-255
07-25 14:42:41.750   601   618 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:42:41.750   601   618 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=13,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:42:41.750   704   768 W SignalStrength: Size of signalstrength parcel:60
07-25 14:42:41.750   704   768 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 13 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:41.760   704   704 W SignalStrength: Signal before validate=SignalStrength: 13 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:41.760   704   704 W SignalStrength: Signal after validate=SignalStrength: 13 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:41.760   624   636 W SignalStrength: Size of signalstrength parcel:164
07-25 14:42:41.760   624   636 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:41.760   689  1198 W SignalStrength: Size of signalstrength parcel:168
07-25 14:42:41.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:41.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:41.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:41.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:41.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:41.760   624   636 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:41.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:41.760   624   636 W SignalStrength: getGsmLevel=4
07-25 14:42:41.760   624   636 W SignalStrength: getLevel=4
07-25 14:42:41.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:41.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:41.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:41.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:42.750   600   612 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=13,rxlev[0]=99 ind_str= 
07-25 14:42:42.750   600   612 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,13,255,255,-255
07-25 14:42:42.750   601   618 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,13,255,255,-255
07-25 14:42:42.750   601   618 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:42:42.750   601   618 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=13,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:42:42.750   704   768 W SignalStrength: Size of signalstrength parcel:60
07-25 14:42:42.750   704   768 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 13 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:42.760   704   704 W SignalStrength: Signal before validate=SignalStrength: 13 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:42.760   704   704 W SignalStrength: Signal after validate=SignalStrength: 13 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:42.760   624   636 W SignalStrength: Size of signalstrength parcel:164
07-25 14:42:42.760   624   636 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:42.760   689  1198 W SignalStrength: Size of signalstrength parcel:168
07-25 14:42:42.760   624   636 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:42.760   624   636 W SignalStrength: getGsmLevel=4
07-25 14:42:42.760   624   636 W SignalStrength: getLevel=4
07-25 14:42:42.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:42.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:42.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:42.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:42.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:42.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:42.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:42.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:42.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:42.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:43.750   600   612 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=13,rxlev[0]=99 ind_str= 
07-25 14:42:43.750   600   612 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,13,255,255,-255
07-25 14:42:43.750   601   618 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,13,255,255,-255
07-25 14:42:43.750   601   618 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:42:43.750   601   618 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=13,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:42:43.750   704   768 W SignalStrength: Size of signalstrength parcel:60
07-25 14:42:43.760   704   768 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 13 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:43.760   704   704 W SignalStrength: Signal before validate=SignalStrength: 13 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:43.760   704   704 W SignalStrength: Signal after validate=SignalStrength: 13 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:43.760   624   636 W SignalStrength: Size of signalstrength parcel:164
07-25 14:42:43.760   689  1198 W SignalStrength: Size of signalstrength parcel:168
07-25 14:42:43.760   624   636 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:43.760   624   636 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:43.760   624   636 W SignalStrength: getGsmLevel=4
07-25 14:42:43.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:43.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:43.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:43.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:43.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:43.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:43.760   624   636 W SignalStrength: getLevel=4
07-25 14:42:43.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:43.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:43.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:43.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:44.740   704  1098 D RILJ    : [0][3749]> OEM_HOOK_STRINGS
07-25 14:42:44.740   704  1098 D use-Rlog/RLOG-PHONE: wait for done
07-25 14:42:44.740   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:42:44.740   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:42:44.740   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RILC: [0] PCB request code 60 token 101
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RILC: [0] [0101]> OEM_HOOK_STRINGS (AT+SPUSIMDRVLS?)
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RIL: [0] onRequest: OEM_HOOK_STRINGS sState=3
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RIL: [0] got OEM_HOOK_STRINGS: 0x0xb65bdce0 4
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RIL: [0] > 'AT+SPUSIMDRVLS?'
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RIL: [0] >>> 'AT+SPUSIMDRVLS?'
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+SPUSIMDRVLS?
07-25 14:42:44.740   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+SPUSIMDRVLS: 0
07-25 14:42:44.740   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:42:44.740   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +SPUSIMDRVLS: 0
07-25 14:42:44.740   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RILC: [0] [0101]< OEM_HOOK_STRINGS {+SPUSIMDRVLS: 0
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RILC: OK
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RILC: }
07-25 14:42:44.740   601  1369 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:42:44.740   601  1369 I use-Rlog/RLOG-RILC: [0] -->CommandThread [1369] free one command
07-25 14:42:44.740   704   768 D RILJ    : [0][3749]< OEM_HOOK_STRINGS {+SPUSIMDRVLS: 0
07-25 14:42:44.740   704   768 D RILJ    : OK
07-25 14:42:44.740   704   768 D RILJ    : }
07-25 14:42:44.740   704  1471 D use-Rlog/RLOG-PHONE: SEND_AT_COMPLETE
07-25 14:42:44.740   704  1098 D use-Rlog/RLOG-PHONE: done
07-25 14:42:44.740   704  1098 D RILJ    : [0][3750]> OEM_HOOK_STRINGS
07-25 14:42:44.750   704  1098 D use-Rlog/RLOG-PHONE: wait for done
07-25 14:42:44.750   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:42:44.750   601   613 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:42:44.750   601   613 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RILC: [0] PCB request code 60 token 102
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RILC: [0] [0102]> OEM_HOOK_STRINGS (AT+SPLTECFG?)
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RIL: [0] onRequest: OEM_HOOK_STRINGS sState=3
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RIL: [0] got OEM_HOOK_STRINGS: 0x0xb67bdce0 4
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RIL: [0] > 'AT+SPLTECFG?'
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RIL: [0] >>> 'AT+SPLTECFG?'
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+SPLTECFG?
07-25 14:42:44.750   600   605 D RIL-PHS : /dev/stty_lte1 Rev:+SPLTECFG: 0x610
07-25 14:42:44.750   600   605 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:42:44.750   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< +SPLTECFG: 0x610
07-25 14:42:44.750   601   618 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RILC: [0] [0102]< OEM_HOOK_STRINGS {+SPLTECFG: 0x610
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RILC: OK
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RILC: }
07-25 14:42:44.750   601   771 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:42:44.750   601   771 I use-Rlog/RLOG-RILC: [0] -->CommandThread [771] free one command
07-25 14:42:44.750   704   768 D RILJ    : [0][3750]< OEM_HOOK_STRINGS {+SPLTECFG: 0x610
07-25 14:42:44.750   704   768 D RILJ    : OK
07-25 14:42:44.750   704   768 D RILJ    : }
07-25 14:42:44.750   704  1472 D use-Rlog/RLOG-PHONE: SEND_AT_COMPLETE
07-25 14:42:44.750   704  1098 D use-Rlog/RLOG-PHONE: done
07-25 14:42:44.750   600   612 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=13,rxlev[0]=99 ind_str= 
07-25 14:42:44.750   600   612 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,13,255,255,-255
07-25 14:42:44.750   601   618 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,13,255,255,-255
07-25 14:42:44.750   601   618 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:42:44.750   601   618 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=13,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:42:44.760   704   768 W SignalStrength: Size of signalstrength parcel:60
07-25 14:42:44.760   704   768 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 13 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:44.760   704   704 W SignalStrength: Signal before validate=SignalStrength: 13 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:44.760   704   704 W SignalStrength: Signal after validate=SignalStrength: 13 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:44.760   624   636 W SignalStrength: Size of signalstrength parcel:164
07-25 14:42:44.760   624   636 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:44.760   624   636 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:44.760   624   636 W SignalStrength: getGsmLevel=4
07-25 14:42:44.760   624   636 W SignalStrength: getLevel=4
07-25 14:42:44.760   689  1198 W SignalStrength: Size of signalstrength parcel:168
07-25 14:42:44.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:44.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:44.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:44.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:44.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:44.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:44.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:44.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:44.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:44.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:44.990   600   604 D RIL-PHS : /dev/stty_lte0 Rev:+CSQ: 14,99
07-25 14:42:44.990   600   604 D RIL-PHS : /dev/stty_lte0 Rev:+CESQ: 99,99,130,255,255,255
07-25 14:42:45.750   600   612 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=14,rxlev[0]=99 ind_str= 
07-25 14:42:45.750   600   612 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,14,255,255,-255
07-25 14:42:45.750   601   618 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,14,255,255,-255
07-25 14:42:45.750   601   618 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:42:45.760   601   618 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=14,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:42:45.760   704   768 W SignalStrength: Size of signalstrength parcel:60
07-25 14:42:45.760   704   768 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 14 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:45.760   704   704 W SignalStrength: Signal before validate=SignalStrength: 14 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:45.760   704   704 W SignalStrength: Signal after validate=SignalStrength: 14 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:45.760   624   636 W SignalStrength: Size of signalstrength parcel:164
07-25 14:42:45.760   689  1198 W SignalStrength: Size of signalstrength parcel:168
07-25 14:42:45.760   624   636 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:45.760   624   636 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:45.760   624   636 W SignalStrength: getGsmLevel=4
07-25 14:42:45.760   624   636 W SignalStrength: getLevel=4
07-25 14:42:45.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:45.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:45.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:45.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:45.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:45.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:45.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:45.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:45.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:45.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:46.750   600   612 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=14,rxlev[0]=99 ind_str= 
07-25 14:42:46.750   600   612 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,14,255,255,-255
07-25 14:42:46.760   601   618 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,14,255,255,-255
07-25 14:42:46.760   601   618 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:42:46.760   601   618 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=14,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:42:46.760   704   768 W SignalStrength: Size of signalstrength parcel:60
07-25 14:42:46.760   704   768 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 14 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:46.760   704   704 W SignalStrength: Signal before validate=SignalStrength: 14 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:46.760   704   704 W SignalStrength: Signal after validate=SignalStrength: 14 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:46.760   624   636 W SignalStrength: Size of signalstrength parcel:164
07-25 14:42:46.760   624   636 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:46.760   689  1198 W SignalStrength: Size of signalstrength parcel:168
07-25 14:42:46.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:46.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:46.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:46.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:46.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:46.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:46.760   624   636 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:46.760   624   636 W SignalStrength: getGsmLevel=4
07-25 14:42:46.760   624   636 W SignalStrength: getLevel=4
07-25 14:42:46.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:46.760   689   689 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:46.760   689   689 W SignalStrength: getGsmLevel=4
07-25 14:42:46.760   689   689 W SignalStrength: getLevel=4
07-25 14:42:47.760   600   612 D use-Rlog/RLOG-RIL-PHS: rsrp[0]=-255,rscp[0]=14,rxlev[0]=99 ind_str= 
07-25 14:42:47.760   600   612 D use-Rlog/RLOG-RIL-PHS: +CESQ: 99,99,14,255,255,-255
07-25 14:42:47.760   601   618 D use-Rlog/RLOG-AT: [0] Unsol: AT< +CESQ: 99,99,14,255,255,-255
07-25 14:42:47.760   601   618 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
07-25 14:42:47.760   601   618 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=14,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=2147483647,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
07-25 14:42:47.760   704   768 W SignalStrength: Size of signalstrength parcel:60
07-25 14:42:47.760   704   768 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 14 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:47.760   704   704 W SignalStrength: Signal before validate=SignalStrength: 14 -1 -1 -1 -1 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:47.760   704   704 W SignalStrength: Signal after validate=SignalStrength: 14 -1 -120 -160 -120 -1 -1 99 2147483647 2147483647 2147483647 2147483647 gsm|lte
07-25 14:42:47.760   624   636 W SignalStrength: Size of signalstrength parcel:164
07-25 14:42:47.760   624   636 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
07-25 14:42:47.760   624   636 W SignalStrength: getLTELevel - rssi:99 rssiIconLevel:0
07-25 14:42:47.760   624   636 W SignalStrength: getGsmLevel=4
07-25 14:42:47.760   624   636 W SignalStrength: getLevel=4
07-25 14:42:47.760   689   702 W SignalStrength: Size of signalstrength parcel:168
07-25 14:42:47.760   689   689 W SignalStrength: getLTELevel - rsrp:2147483647 snr:2147483647 rsrpIconLevel:-1 snrIconLevel:-1
